,Player,Dealer,Ace,Hit Flag,Stand,Hit,Double Down,Surrender,Best Action Index,Best Action
635,19,9,1,1,-4.066413351733727,-26.59574621809053,-189.0861085184198,-190.2023928976327,0,S
636,19,10,0,0,-52.19757389788663,-100.54243672235319,-138.84756031472,-82.14531319029061,0,S
637,19,10,0,1,-24.918537180038292,-93.48018711122307,-1008.9142026901169,-979.6422319020851,0,S
638,19,10,1,0,-49.08110675400641,-32.8404502848246,-52.942062752644915,-57.260201267705895,1,H
639,19,10,1,1,-62.70627708202643,-49.701100249170196,-624.6520112188524,-346.92924019328984,1,H
640,20,1,0,0,-10.463151156371632,-120.5740302611366,-141.95484569782695,-74.08698336839456,0,S
641,20,1,0,1,-11.163867288577215,-78.10310672423314,-572.5365979850685,-576.6736050525045,0,S
642,20,1,1,0,-66.93414123994985,-42.73776077491605,-80.68607009728203,-48.757458043585345,1,H
643,20,1,1,1,-46.111009094222666,-41.07823056941089,-272.39076671499333,-272.6524227600483,1,H
644,20,2,0,0,47.92161879831132,-92.35310227941049,-192.77747255723955,-80.355576524759,0,S
645,20,2,0,1,21.27535336454376,-66.86131604222385,-629.0967413104433,-624.475085247786,0,S
646,20,2,1,0,53.11990097240048,-0.5005915172415798,20.966978146306907,-25.550681306446208,0,S
647,20,2,1,1,20.61132070864828,0.4801467449625738,-557.6907887191527,-99.31943006391418,0,S
648,20,3,0,0,47.94656003294409,-82.81506620605427,-171.21275611869834,-37.989254509446546,0,S
649,20,3,0,1,43.693419314555165,-16.876341523600725,-543.2881477185622,-455.8735223425176,0,S
650,20,3,1,0,2.4061306202508277,5.106714298327747,25.029218751261425,-5.986815979182152,2,D
651,20,3,1,1,36.05055896924886,-7.627246946836258,-187.5532331649839,-270.8059835464631,0,S
652,20,4,0,0,42.19826015007268,-88.03603189814393,-188.79953734373433,-68.10942242269556,0,S
653,20,4,0,1,29.594052575590798,-31.677655807598583,-392.0031036257345,-502.801783637573,0,S
654,20,4,1,0,30.333955793935907,-1.5241058305940507,13.977168312817781,-3.9649551071195726,0,S
655,20,4,1,1,53.51370021292702,-7.293385693101348,-100.0,-188.77439524040426,0,S
656,20,5,0,0,59.47368707268772,-99.96094352744835,-166.69211348321738,-69.58081370506738,0,S
657,20,5,0,1,37.33492341177103,-33.77988490342203,-503.14909037876305,-587.4516228584895,0,S
658,20,5,1,0,32.585185345877605,0.0,-3.7110746301976185,-17.970484276166232,0,S
659,20,5,1,1,71.75979297361673,-0.17260131916145793,-259.0382017523712,-187.37399688172042,0,S
660,20,6,0,0,10.354526249935402,-110.17280286735871,-190.57325824687882,-48.29343423171074,0,S
661,20,6,0,1,14.659772890207096,-19.325711228380072,-661.1578291658622,-325.72450983235416,0,S
662,20,6,1,0,18.116756134959754,11.952021658005464,94.2693411086278,-4.482356329747794,2,D
663,20,6,1,1,26.96827492225758,-0.742116004647198,-554.1927367045148,-270.7457599511223,0,S
664,20,7,0,0,38.86340995660355,-69.89098773164804,-174.13398209108297,-52.47739486903527,0,S
665,20,7,0,1,59.66864886137124,-44.4153342222922,-448.41828139811184,-775.2796148499757,0,S
666,20,7,1,0,3.6975811698840904,0.0,8.327521977946994,-9.648419742112921,2,D
667,20,7,1,1,38.3655752137386,0.0,-95.42216589061302,-182.69129179916106,0,S
668,20,8,0,0,27.53962972036988,-78.68758358025673,-144.96005249976074,-70.8683525008215,0,S
669,20,8,0,1,55.034398099214144,-58.739843328435654,-577.4181687788779,-579.2552750614998,0,S
670,20,8,1,0,72.73450164941276,-3.245106778281298,0.0,-14.536069144370808,0,S
671,20,8,1,1,58.11546554777109,-0.1486952009520781,-100.0,-336.0121537507029,0,S
672,20,9,0,0,26.308203582299015,-79.08814840587264,-132.06582834112885,-63.4900737052255,0,S
673,20,9,0,1,28.098612134957524,-51.52743506507258,-624.2421653932092,-625.2866207372267,0,S
674,20,9,1,0,29.948933274290987,-4.442677744490642,0.0,-13.35981839676376,0,S
675,20,9,1,1,17.81540041434072,-1.977573781533906,-180.15866877708845,-396.2467288215637,0,S
676,20,10,0,0,4.225741632119798,-133.66612817377361,-157.52223729444916,-92.1796527797311,0,S
677,20,10,0,1,31.069187897509433,-119.27644431206184,-958.2902021694196,-958.0026508718607,0,S
678,20,10,1,0,9.135559148018594,-23.10558557399941,-17.016632411036483,-66.17097834956986,0,S
679,20,10,1,1,-24.71540362986293,-24.671836593321604,-679.5963134023659,-743.7962961265636,1,H
680,21.0,1.0,0.0,0.0,,,,,,
681,21.0,1.0,0.0,1.0,,,,,,
682,21,1,1,0,-13.328327546348493,-17.96955494605455,-29.356873157563548,-72.47456326733227,0,S
683,21.0,1.0,1.0,1.0,,,,,,
684,21.0,2.0,0.0,0.0,,,,,,
685,21.0,2.0,0.0,1.0,,,,,,
686,21,2,1,0,40.78907913373909,-13.196829284553012,0.0955204850204936,-25.191104009787768,0,S
687,21.0,2.0,1.0,1.0,,,,,,
688,21.0,3.0,0.0,0.0,,,,,,
689,21.0,3.0,0.0,1.0,,,,,,
690,21,3,1,0,40.749440970868335,-16.0298661943539,4.219392034162688,-52.77872562502856,0,S
691,21.0,3.0,1.0,1.0,,,,,,
692,21.0,4.0,0.0,0.0,,,,,,
693,21.0,4.0,0.0,1.0,,,,,,
694,21,4,1,0,69.90987946966303,-6.582460953390605,13.392016025151559,-47.91889795690663,0,S
695,21.0,4.0,1.0,1.0,,,,,,
696,21.0,5.0,0.0,0.0,,,,,,
697,21.0,5.0,0.0,1.0,,,,,,
698,21,5,1,0,69.78114259513818,-1.0040504146070854,33.64869985618677,-56.85269862143614,0,S
699,21.0,5.0,1.0,1.0,,,,,,
700,21.0,6.0,0.0,0.0,,,,,,
701,21.0,6.0,0.0,1.0,,,,,,
702,21,6,1,0,48.73291200046153,-1.358354622607897,-15.023994402565569,-32.676195468595594,0,S
703,21.0,6.0,1.0,1.0,,,,,,
704,21.0,7.0,0.0,0.0,,,,,,
705,21.0,7.0,0.0,1.0,,,,,,
706,21,7,1,0,40.21857257482846,12.5676645808811,-16.68194395885507,-62.16320245501271,0,S
707,21.0,7.0,1.0,1.0,,,,,,
708,21.0,8.0,0.0,0.0,,,,,,
709,21.0,8.0,0.0,1.0,,,,,,
710,21,8,1,0,53.18590488628801,16.679067971127886,16.76618196995984,-48.605009185741864,0,S
711,21.0,8.0,1.0,1.0,,,,,,
712,21.0,9.0,0.0,0.0,,,,,,
713,21.0,9.0,0.0,1.0,,,,,,
714,21,9,1,0,47.70242871821315,4.658757470603938,-4.737608484773894,-49.88704330244701,0,S
715,21.0,9.0,1.0,1.0,,,,,,
716,21.0,10.0,0.0,0.0,,,,,,
717,21.0,10.0,0.0,1.0,,,,,,
718,21,10,1,0,59.279117969330144,-18.10901787641437,30.11005957785747,-63.11414761139669,0,S
719,21.0,10.0,1.0,1.0,,,,,,
